date,feature,importance
2012-08-31,ma_spread_50_200,0.09633177391403534
2012-08-31,momentum_126,0.06149089823248093
2012-08-31,rsi_14,0.0074145095257537675
2012-09-28,momentum_252,0.23036877921928076
2012-09-28,momentum_63,0.16362594542539735
2012-09-28,volatility_21,0.15028823213330728
2012-09-28,drawdown_63,0.11380843829727065
2012-09-28,volatility_63,0.09864481051189249
2012-09-28,ma_spread_50_200,0.0858139571553087
2012-09-28,momentum_21,0.08119917357552195
2012-09-28,momentum_126,0.0673689117291021
2012-09-28,rsi_14,0.008881751952918644
2012-10-31,momentum_252,0.23889215070935002
2012-10-31,momentum_63,0.1564754700411613
2012-10-31,volatility_21,0.15623562301263622
2012-10-31,drawdown_63,0.1184032227323053
2012-10-31,volatility_63,0.09513905433026187
2012-10-31,momentum_21,0.07987678657273259
2012-10-31,ma_spread_50_200,0.07924138281417102
2012-10-31,momentum_126,0.06831826522249741
2012-10-31,rsi_14,0.007418044564884186
2012-11-30,momentum_252,0.2567739569593035
2012-11-30,volatility_21,0.17474165964219562
2012-11-30,drawdown_63,0.11843980200203555
2012-11-30,momentum_63,0.10792054334573237
2012-11-30,ma_spread_50_200,0.10255153964332242
2012-11-30,volatility_63,0.08604134713033383
2012-11-30,momentum_126,0.07711373870523755
2012-11-30,momentum_21,0.07138307477210444
2012-11-30,rsi_14,0.005034337799734588
2012-12-31,momentum_252,0.26647864081841527
2012-12-31,volatility_21,0.14989393796441158
2012-12-31,drawdown_63,0.13414046850568948
2012-12-31,momentum_63,0.10864416788240144
2012-12-31,ma_spread_50_200,0.09714965209395493
2012-12-31,volatility_63,0.08600427833613636
2012-12-31,momentum_126,0.07707466386481598
2012-12-31,momentum_21,0.07377139653328374
2012-12-31,rsi_14,0.006842794000891061
2013-01-31,momentum_252,0.2529083504454088
2013-01-31,volatility_21,0.13338193977606264
2013-01-31,drawdown_63,0.13137194600343857
2013-01-31,momentum_63,0.11048677031821381
2013-01-31,volatility_63,0.10224688408057796
2013-01-31,momentum_126,0.09953426743360405
2013-01-31,ma_spread_50_200,0.08940963723232644
2013-01-31,momentum_21,0.07357276973296581
2013-01-31,rsi_14,0.007087434977401954
2013-02-28,momentum_252,0.22233956673780425
2013-02-28,volatility_21,0.13986232747229815
2013-02-28,momentum_63,0.12533207695995094
2013-02-28,drawdown_63,0.12175829399963269
2013-02-28,volatility_63,0.11962073667954991
2013-02-28,momentum_126,0.09420893053844093
2013-02-28,ma_spread_50_200,0.09089201642422676
2013-02-28,momentum_21,0.07787738386953115
2013-02-28,rsi_14,0.008108667318565228
2013-03-28,momentum_252,0.2248524620360764
2013-03-28,volatility_21,0.13790074157817625
2013-03-28,volatility_63,0.136352142048466
2013-03-28,drawdown_63,0.1289792387910846
2013-03-28,momentum_63,0.11958058534732466
2013-03-28,momentum_126,0.08758991549391092
2013-03-28,momentum_21,0.08100605865041405
2013-03-28,ma_spread_50_200,0.07668059746514344
2013-03-28,rsi_14,0.007058258589403729
2013-04-30,momentum_252,0.22076646117491555
2013-04-30,volatility_63,0.14630029699191566
2013-04-30,volatility_21,0.1347876889713504
2013-04-30,drawdown_63,0.1333354305877225
2013-04-30,momentum_63,0.12050933342957396
2013-04-30,momentum_126,0.08740778365238071
2013-04-30,momentum_21,0.0796950778514489
2013-04-30,ma_spread_50_200,0.06947145014359081
2013-04-30,rsi_14,0.007726477197101603
2013-05-31,momentum_252,0.25119307143362435
2013-05-31,drawdown_63,0.1918825206376459
2013-05-31,volatility_63,0.1394437733080573
2013-05-31,volatility_21,0.1347694028511473
2013-05-31,momentum_21,0.08436968319354499
2013-05-31,momentum_63,0.07594647165170218
2013-05-31,ma_spread_50_200,0.059716738842331966
2013-05-31,momentum_126,0.05427931460788322
2013-05-31,rsi_14,0.008399023474062798
2013-06-28,momentum_252,0.26957789886431704
2013-06-28,drawdown_63,0.19600781801230285
2013-06-28,volatility_21,0.1398590269775083
2013-06-28,volatility_63,0.13390970072534727
2013-06-28,momentum_63,0.08876250030710403
2013-06-28,momentum_21,0.0690195151554165
2013-06-28,ma_spread_50_200,0.0636820697375472
2013-06-28,momentum_126,0.030349939742610178
2013-06-28,rsi_14,0.008831530477846737
2013-07-31,momentum_252,0.23682100158013894
2013-07-31,drawdown_63,0.20363829878280884
2013-07-31,volatility_21,0.1603694674841609
2013-07-31,volatility_63,0.11796214718547467
2013-07-31,momentum_63,0.08435571518208622
2013-07-31,ma_spread_50_200,0.0840147989019296
2013-07-31,momentum_21,0.07309398451941339
2013-07-31,momentum_126,0.02756199483060085
2013-07-31,rsi_14,0.01218259153338651
2013-08-30,momentum_252,0.24157331431961276
2013-08-30,drawdown_63,0.21296884429623436
2013-08-30,volatility_63,0.14382226037385445
2013-08-30,volatility_21,0.14035423127294935
2013-08-30,momentum_21,0.08730090150606638
2013-08-30,momentum_63,0.07748919753875626
2013-08-30,ma_spread_50_200,0.058852139134080196
2013-08-30,momentum_126,0.02125296565222489
2013-08-30,rsi_14,0.016386145906221346
2013-09-30,momentum_252,0.23675636414697368
2013-09-30,drawdown_63,0.19144699073474275
2013-09-30,volatility_63,0.1486731552580076
2013-09-30,volatility_21,0.1403092130339897
2013-09-30,momentum_21,0.0894884209380298
2013-09-30,momentum_63,0.08654255705092974
2013-09-30,ma_spread_50_200,0.07244850983323518
2013-09-30,momentum_126,0.020094168459422763
2013-09-30,rsi_14,0.014240620544668809
2013-10-31,momentum_252,0.2190202527763048
2013-10-31,drawdown_63,0.19326158235408794
2013-10-31,volatility_21,0.14626283311530436
2013-10-31,volatility_63,0.14606252409421328
2013-10-31,momentum_21,0.1008339759221373
2013-10-31,momentum_63,0.08088732616529731
2013-10-31,ma_spread_50_200,0.07888094737570939
2013-10-31,momentum_126,0.01805256610273254
2013-10-31,rsi_14,0.01673799209421294
2013-11-29,momentum_252,0.2081843643025117
2013-11-29,drawdown_63,0.18423449501726227
2013-11-29,volatility_63,0.15960262321188595
2013-11-29,volatility_21,0.14143283816525942
2013-11-29,momentum_21,0.10892783655098677
2013-11-29,momentum_63,0.08299449690431769
2013-11-29,ma_spread_50_200,0.07794602996930368
2013-11-29,momentum_126,0.019235768376446992
2013-11-29,rsi_14,0.01744154750202544
2013-12-31,momentum_252,0.20175718576900625
2013-12-31,drawdown_63,0.19640073082130685
2013-12-31,volatility_63,0.15503069270491265
2013-12-31,volatility_21,0.15392333377245448
2013-12-31,momentum_21,0.10278481730130885
2013-12-31,momentum_63,0.08358506608895946
2013-12-31,ma_spread_50_200,0.0699001046799459
2013-12-31,rsi_14,0.021804095957679324
2013-12-31,momentum_126,0.01481397290442616
2014-01-31,momentum_252,0.20511044132517542
2014-01-31,drawdown_63,0.20333828304239843
2014-01-31,volatility_21,0.158815869223361
2014-01-31,volatility_63,0.1524687402443699
2014-01-31,momentum_21,0.0927172531784606
2014-01-31,momentum_63,0.07482968992690478
2014-01-31,ma_spread_50_200,0.07427489713030706
2014-01-31,rsi_14,0.023503325873645543
2014-01-31,momentum_126,0.014941500055377236
2014-02-28,momentum_252,0.19623458558359827
2014-02-28,drawdown_63,0.19279513092216533
2014-02-28,volatility_63,0.16199353759589633
2014-02-28,volatility_21,0.15482818749530844
2014-02-28,momentum_21,0.10377831360080177
2014-02-28,momentum_63,0.07628555758644243
2014-02-28,ma_spread_50_200,0.07492892831700973
2014-02-28,rsi_14,0.02432028733915875
2014-02-28,momentum_126,0.014835471559618988
2014-03-31,drawdown_63,0.20182830242968336
2014-03-31,momentum_252,0.18994696382090082
2014-03-31,volatility_21,0.15816945651085704
2014-03-31,volatility_63,0.1538848153512709
2014-03-31,momentum_21,0.12030600548753881
2014-03-31,ma_spread_50_200,0.07212484646924727
2014-03-31,momentum_63,0.07112194905927349
2014-03-31,rsi_14,0.02089788389257294
2014-03-31,momentum_126,0.011719776978655547
2014-04-30,momentum_252,0.19253928004286333
2014-04-30,drawdown_63,0.18712914962114163
2014-04-30,volatility_63,0.16354694412918544
2014-04-30,volatility_21,0.14828175505632304
2014-04-30,momentum_21,0.12701347495855494
2014-04-30,momentum_63,0.0763275480872031
2014-04-30,ma_spread_50_200,0.07208571006658762
2014-04-30,rsi_14,0.018816994568780693
2014-04-30,momentum_126,0.014259143469360126
2014-05-30,momentum_252,0.18951549971681309
2014-05-30,drawdown_63,0.18856265850627668
2014-05-30,volatility_63,0.16205432742357295
2014-05-30,volatility_21,0.15343332413624305
2014-05-30,momentum_21,0.11909920288231168
2014-05-30,momentum_63,0.07804311172255465
2014-05-30,ma_spread_50_200,0.07672779156321448
2014-05-30,rsi_14,0.018909686605427013
2014-05-30,momentum_126,0.01365439744358649
2014-06-30,momentum_252,0.1918555793394733
2014-06-30,drawdown_63,0.1816286330461311
2014-06-30,volatility_63,0.1631849231089167
2014-06-30,volatility_21,0.149720494056408
2014-06-30,momentum_21,0.12238635943071997
2014-06-30,ma_spread_50_200,0.07877397148265965
2014-06-30,momentum_63,0.07714760551090108
2014-06-30,rsi_14,0.018582481924535627
2014-06-30,momentum_126,0.016719952100254603
2014-07-31,momentum_252,0.19534535939248993
2014-07-31,drawdown_63,0.18060150925370605
2014-07-31,volatility_63,0.16481232087230027
2014-07-31,volatility_21,0.15305218885765057
2014-07-31,momentum_21,0.11277349554368567
2014-07-31,ma_spread_50_200,0.0771958586391186
2014-07-31,momentum_63,0.07682956150251535
2014-07-31,momentum_126,0.020303104995107044
2014-07-31,rsi_14,0.019086600943426565
2014-08-29,momentum_252,0.18739591347834147
2014-08-29,drawdown_63,0.18457270275237064
2014-08-29,volatility_63,0.1677928382313754
2014-08-29,volatility_21,0.15032585269015242
2014-08-29,momentum_21,0.11733799692452569
2014-08-29,momentum_63,0.07837768469884476
2014-08-29,ma_spread_50_200,0.07437328059775716
2014-08-29,momentum_126,0.0215901171747857
2014-08-29,rsi_14,0.018233613451846712
2014-09-30,momentum_252,0.19457808248613298
2014-09-30,drawdown_63,0.1857971505782348
2014-09-30,volatility_63,0.16709028372826276
2014-09-30,volatility_21,0.1484988515739305
2014-09-30,momentum_21,0.11080864306040918
2014-09-30,momentum_63,0.07740508510167537
2014-09-30,ma_spread_50_200,0.07621640579857088
2014-09-30,momentum_126,0.0200485091356106
2014-09-30,rsi_14,0.019556988537172876
2014-10-31,momentum_252,0.19117497516628906
2014-10-31,drawdown_63,0.19049780908051636
2014-10-31,volatility_63,0.16326249284670377
2014-10-31,volatility_21,0.14968928101048135
2014-10-31,momentum_21,0.11332547395071672
2014-10-31,momentum_63,0.07935446711445797
2014-10-31,ma_spread_50_200,0.07700637051896819
2014-10-31,rsi_14,0.01901863725640578
2014-10-31,momentum_126,0.01667049305546092
2014-11-28,momentum_252,0.18706854277924498
2014-11-28,drawdown_63,0.17349049920939089
2014-11-28,momentum_21,0.15626074438910695
2014-11-28,volatility_63,0.15556048970515
2014-11-28,volatility_21,0.153003136738527
2014-11-28,momentum_63,0.07728766368175329
2014-11-28,ma_spread_50_200,0.06103764612668303
2014-11-28,momentum_126,0.0185055860319277
2014-11-28,rsi_14,0.017785691338216208
2014-12-31,drawdown_63,0.19209948913905844
2014-12-31,momentum_252,0.17490981081117465
2014-12-31,momentum_21,0.16095719918631268
2014-12-31,volatility_21,0.15915607516425867
2014-12-31,volatility_63,0.1559941255568092
2014-12-31,momentum_63,0.06621545568853704
2014-12-31,ma_spread_50_200,0.057459143035253166
2014-12-31,rsi_14,0.01943657884610631
2014-12-31,momentum_126,0.013772122572489812
2015-01-30,drawdown_63,0.23177492237999922
2015-01-30,momentum_252,0.18293782758386637
2015-01-30,volatility_21,0.16087102413916998
2015-01-30,momentum_21,0.15663589043122583
2015-01-30,volatility_63,0.148048588622727
2015-01-30,ma_spread_50_200,0.057273597191665575
2015-01-30,momentum_63,0.027047021432893968
2015-01-30,rsi_14,0.02187481282585609
2015-01-30,momentum_126,0.013536315392596095
2015-02-27,drawdown_63,0.22414125806046484
2015-02-27,momentum_252,0.18354832668387788
2015-02-27,volatility_63,0.16234144649948248
2015-02-27,momentum_21,0.16125309281286176
2015-02-27,volatility_21,0.157155554234435
2015-02-27,ma_spread_50_200,0.05089096297033665
2015-02-27,momentum_63,0.02593094033337404
2015-02-27,rsi_14,0.02011942171080054
2015-02-27,momentum_126,0.014618996694366776
2015-03-31,drawdown_63,0.2189222550716275
2015-03-31,momentum_252,0.1812175549762358
2015-03-31,momentum_21,0.16350063649485264
2015-03-31,volatility_21,0.15247524221921074
2015-03-31,volatility_63,0.15101431315571853
2015-03-31,ma_spread_50_200,0.06458731105112779
2015-03-31,momentum_63,0.0339472914532552
2015-03-31,rsi_14,0.01996401673894738
2015-03-31,momentum_126,0.014371378839024453
2015-04-30,drawdown_63,0.21292808346091166
2015-04-30,momentum_252,0.18073722361993738
2015-04-30,momentum_21,0.17476054406657607
2015-04-30,volatility_63,0.16166443857195414
2015-04-30,volatility_21,0.15363678692673063
2015-04-30,ma_spread_50_200,0.055143621947049595
2015-04-30,momentum_63,0.025040537874481874
2015-04-30,rsi_14,0.018262963880484883
2015-04-30,momentum_126,0.017825799651873808
2015-05-29,drawdown_63,0.20858226031922292
2015-05-29,momentum_252,0.17590059474824815
2015-05-29,volatility_63,0.17460711824764436
2015-05-29,momentum_21,0.17121457165537618
2015-05-29,volatility_21,0.14717329386543446
2015-05-29,ma_spread_50_200,0.055885930258998656
2015-05-29,momentum_63,0.03190929787150192
2015-05-29,rsi_14,0.018354754907252017
2015-05-29,momentum_126,0.01637217812632136
2015-06-30,drawdown_63,0.22197189316274044
2015-06-30,momentum_252,0.1709840136424252
2015-06-30,momentum_21,0.16365291919280425
2015-06-30,volatility_63,0.16331652233282457
2015-06-30,volatility_21,0.15990884854020615
2015-06-30,ma_spread_50_200,0.059021572890237725
2015-06-30,momentum_63,0.029670966901173615
2015-06-30,rsi_14,0.01732207019890827
2015-06-30,momentum_126,0.014151193138679788
2015-07-31,drawdown_63,0.22888479272362464
2015-07-31,volatility_21,0.17620106313784084
2015-07-31,momentum_252,0.17189069941258714
2015-07-31,momentum_21,0.16026865308717725
2015-07-31,volatility_63,0.14549882765521857
2015-07-31,ma_spread_50_200,0.05560071647368965
2015-07-31,momentum_63,0.02931982065200819
2015-07-31,rsi_14,0.021843285372756954
2015-07-31,momentum_126,0.010492141485096638
2015-08-31,drawdown_63,0.24690680952289434
2015-08-31,momentum_252,0.1919649436521462
2015-08-31,volatility_21,0.1606705888713784
2015-08-31,volatility_63,0.14424900917884262
2015-08-31,momentum_21,0.13715074838034066
2015-08-31,ma_spread_50_200,0.06366098854080168
2015-08-31,rsi_14,0.024416821589582485
2015-08-31,momentum_63,0.021023983170129525
2015-08-31,momentum_126,0.009956107093884203
2015-09-30,drawdown_63,0.2503981660988741
2015-09-30,momentum_252,0.21103534319016315
2015-09-30,volatility_63,0.16123499471423536
2015-09-30,volatility_21,0.1571267276511902
2015-09-30,momentum_21,0.10646950219682708
2015-09-30,ma_spread_50_200,0.06638562721665432
2015-09-30,rsi_14,0.022760618071938264
2015-09-30,momentum_126,0.013505155881630475
2015-09-30,momentum_63,0.011083864978487061
2015-10-30,momentum_252,0.19732085152474632
2015-10-30,drawdown_63,0.18962053033068182
2015-10-30,volatility_63,0.17669549120721104
2015-10-30,volatility_21,0.15944964039693332
2015-10-30,momentum_21,0.10593921130505567
2015-10-30,ma_spread_50_200,0.08277013814751988
2015-10-30,momentum_63,0.05108194062088198
2015-10-30,rsi_14,0.023369066551879012
2015-10-30,momentum_126,0.013753129915091008
2015-11-30,momentum_252,0.2012945627543784
2015-11-30,drawdown_63,0.1871859114240687
2015-11-30,volatility_63,0.18171802014816363
2015-11-30,volatility_21,0.15134365597938818
2015-11-30,momentum_21,0.10776229169961905
2015-11-30,ma_spread_50_200,0.08009552958783267
2015-11-30,momentum_63,0.05049108813603811
2015-11-30,rsi_14,0.022314148521117842
2015-11-30,momentum_126,0.017794791749393416
2015-12-31,drawdown_63,0.21174002821981877
2015-12-31,momentum_252,0.19965054529500448
2015-12-31,volatility_21,0.16432714424712191
2015-12-31,volatility_63,0.13503270278797572
2015-12-31,momentum_21,0.12730497713325345
2015-12-31,ma_spread_50_200,0.07687119493208035
2015-12-31,momentum_63,0.0546976814529993
2015-12-31,rsi_14,0.020515552904070523
2015-12-31,momentum_126,0.00986017302767546
2016-01-29,drawdown_63,0.22080181044130218
2016-01-29,momentum_252,0.20894097127286104
2016-01-29,volatility_21,0.16011404094666498
2016-01-29,volatility_63,0.1212577815405782
2016-01-29,momentum_21,0.11913135310533159
2016-01-29,ma_spread_50_200,0.08014915179562775
2016-01-29,momentum_63,0.055588333838196315
2016-01-29,rsi_14,0.02377045399990332
2016-01-29,momentum_126,0.010246103059534533
2016-02-29,momentum_252,0.19224598662429776
2016-02-29,drawdown_63,0.18404510642539923
2016-02-29,volatility_21,0.15994454807242933
2016-02-29,volatility_63,0.13733882387324137
2016-02-29,momentum_63,0.09806506551133688
2016-02-29,momentum_21,0.09577989136670209
2016-02-29,ma_spread_50_200,0.09305313782166191
2016-02-29,rsi_14,0.02691244006660943
2016-02-29,momentum_126,0.012615000238322039
2016-03-31,volatility_21,0.20306437561450075
2016-03-31,drawdown_63,0.17636600287649562
2016-03-31,momentum_252,0.17370448803325775
2016-03-31,momentum_63,0.14917961442885072
2016-03-31,volatility_63,0.10052282946207985
2016-03-31,momentum_21,0.06959859896362347
2016-03-31,ma_spread_50_200,0.06896740946275821
2016-03-31,rsi_14,0.04255111587397053
2016-03-31,momentum_126,0.0160455652844631
2016-04-29,volatility_21,0.20667282547074167
2016-04-29,drawdown_63,0.17007869181115176
2016-04-29,momentum_252,0.16557855652037384
2016-04-29,momentum_63,0.13324945749998482
2016-04-29,volatility_63,0.12745808107452722
2016-04-29,ma_spread_50_200,0.06628765543610438
2016-04-29,momentum_21,0.06365456604357253
2016-04-29,rsi_14,0.03518493895041728
2016-04-29,momentum_126,0.031835227193126606
2016-05-31,volatility_21,0.22457230382719767
2016-05-31,drawdown_63,0.1712761214114029
2016-05-31,momentum_252,0.16801577826080522
2016-05-31,momentum_63,0.1432439137289424
2016-05-31,volatility_63,0.10250974101220955
2016-05-31,ma_spread_50_200,0.06880880809363865
2016-05-31,momentum_21,0.05989874668318148
2016-05-31,rsi_14,0.03849904334153529
2016-05-31,momentum_126,0.023175543641086812
2016-06-30,volatility_21,0.2160685773007656
2016-06-30,drawdown_63,0.17900141353119792
2016-06-30,momentum_252,0.15598987034073497
2016-06-30,momentum_63,0.134061004934564
2016-06-30,volatility_63,0.11665133950421783
2016-06-30,momentum_21,0.06801118990780623
2016-06-30,ma_spread_50_200,0.06705878741269487
2016-06-30,rsi_14,0.03776795111995775
2016-06-30,momentum_126,0.025389865948060898
2016-07-29,volatility_21,0.23317930628421715
2016-07-29,drawdown_63,0.17535210318511546
2016-07-29,momentum_252,0.15462653932086937
2016-07-29,momentum_63,0.12074903788202918
2016-07-29,volatility_63,0.11250286063044102
2016-07-29,momentum_21,0.07279978104561284
2016-07-29,ma_spread_50_200,0.06845430985695805
2016-07-29,rsi_14,0.03632144871866199
2016-07-29,momentum_126,0.02601461307609498
2016-08-31,volatility_21,0.24388761454187288
2016-08-31,momentum_252,0.16547424862081636
2016-08-31,drawdown_63,0.14580202231961836
2016-08-31,momentum_63,0.1215326398687135
2016-08-31,volatility_63,0.11409228365812484
2016-08-31,momentum_21,0.08813710859787066
2016-08-31,ma_spread_50_200,0.06586191458309784
2016-08-31,rsi_14,0.0338913371149985
2016-08-31,momentum_126,0.02132083069488689
2016-09-30,volatility_21,0.24258999145895496
2016-09-30,momentum_252,0.16706257400995003
2016-09-30,drawdown_63,0.15761723912244535
2016-09-30,momentum_63,0.11684534801574464
2016-09-30,volatility_63,0.1084768470608707
2016-09-30,momentum_21,0.08953677886024268
2016-09-30,ma_spread_50_200,0.06410753331784348
2016-09-30,rsi_14,0.031155878202833776
2016-09-30,momentum_126,0.022607809951114274
2016-10-31,volatility_21,0.24488338570687468
2016-10-31,momentum_252,0.1647405699594707
2016-10-31,drawdown_63,0.15521056331128572
2016-10-31,momentum_63,0.12306107556590229
2016-10-31,volatility_63,0.10695668222447152
2016-10-31,momentum_21,0.08601728669257115
2016-10-31,ma_spread_50_200,0.06370980848257231
2016-10-31,rsi_14,0.03372689380873142
2016-10-31,momentum_126,0.021693734248120232
2016-11-30,volatility_21,0.2424117265963843
2016-11-30,momentum_252,0.16168621863494442
2016-11-30,drawdown_63,0.14571613378642892
2016-11-30,momentum_63,0.13407393707211832
2016-11-30,volatility_63,0.11394807359987043
2016-11-30,momentum_21,0.07470729476604905
2016-11-30,ma_spread_50_200,0.06801336427619836
2016-11-30,rsi_14,0.03690202959196796
2016-11-30,momentum_126,0.02254122167603832
2016-12-30,volatility_21,0.24528204328926737
2016-12-30,momentum_252,0.15687473777253896
2016-12-30,drawdown_63,0.14795521959923819
2016-12-30,momentum_63,0.1348519493152523
2016-12-30,volatility_63,0.1103292545400047
2016-12-30,momentum_21,0.07036878341681638
2016-12-30,ma_spread_50_200,0.0687484749440971
2016-12-30,rsi_14,0.03714053129548104
2016-12-30,momentum_126,0.028449005827303968
2017-01-31,volatility_21,0.23452103011931663
2017-01-31,momentum_252,0.16553798074022075
2017-01-31,drawdown_63,0.16244820164084103
2017-01-31,momentum_63,0.12077435700147172
2017-01-31,volatility_63,0.11511518934074433
2017-01-31,momentum_21,0.07741743435108815
2017-01-31,ma_spread_50_200,0.0646155251866786
2017-01-31,rsi_14,0.032702537577906005
